ST_CASE,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10
400217,0,0,0,0,0,0,0,0,0,0
400218,22,22,22,22,22,22,22,22,22,22
400219,0,0,0,0,0,0,0,0,0,0
400220,0,0,0,0,0,0,0,0,0,0
400221,10,10,10,10,10,10,10,10,10,10
400222,0,0,0,0,0,0,0,0,0,0
400223,0,0,0,0,0,0,0,0,0,0
400224,0,0,0,0,0,0,0,0,0,0
400225,13,13,13,13,13,13,13,13,13,13
400226,15,15,15,15,15,15,15,15,15,15
400227,0,21,0,0,0,0,24,0,18,0
400228,0,0,0,0,0,0,0,0,0,0
400229,0,0,0,0,0,0,0,0,0,0
400230,22,22,22,22,22,22,22,22,22,22
400231,0,0,0,0,0,0,0,0,0,0
400232,0,0,0,0,0,0,0,0,0,0
400233,0,0,0,0,0,0,0,0,0,0
400234,20,20,20,20,20,20,20,20,20,20
400235,0,0,0,0,0,0,0,0,0,0
400236,5,5,5,5,5,5,5,5,5,5
400237,0,0,0,0,0,0,0,0,0,0
400238,15,15,15,15,15,15,15,15,15,15
400239,0,0,0,0,0,0,0,0,0,0
400240,23,0,5,0,0,0,0,0,0,0
400241,0,0,0,0,0,0,0,0,0,0
400243,0,0,0,0,0,0,0,0,0,0
400244,0,0,0,0,0,0,0,0,0,0
400245,0,0,0,0,0,0,0,0,0,0
400246,0,0,0,0,0,0,0,0,0,0
400247,0,0,0,0,0,0,0,0,0,0
400248,8,8,8,8,8,8,8,8,8,8
400249,23,23,23,23,23,23,23,23,23,23
400250,0,0,0,0,0,0,0,0,0,0
400251,0,0,0,0,0,0,0,0,0,0
400252,0,0,0,0,0,0,0,0,0,0
400253,16,16,16,16,16,16,16,16,16,16
400254,2,2,2,2,2,2,2,2,2,2
400255,0,0,0,0,0,0,0,0,0,0
400256,0,0,0,0,0,0,0,0,0,0
400257,18,18,18,18,18,18,18,18,18,18
400258,0,0,0,0,0,0,0,0,0,0
400259,16,16,16,16,16,16,16,16,16,16
400260,15,15,15,15,15,15,15,15,15,15
400261,0,0,0,0,0,0,0,0,0,0
400262,0,0,0,0,0,0,0,0,0,0
400263,0,17,10,17,0,12,0,0,28,26
400264,0,0,0,0,0,0,0,0,0,0
400265,0,0,0,0,0,0,0,5,12,0
400266,0,0,0,0,0,13,0,0,0,0
400267,29,29,29,29,29,29,29,29,29,29
400268,0,0,0,0,0,0,0,0,0,0
400269,0,0,0,0,0,0,0,0,0,33
400270,0,0,0,0,0,0,0,0,0,0
400271,0,0,0,0,0,0,0,0,0,0
400272,0,0,0,0,0,0,0,0,0,0
400273,6,0,11,26,13,9,12,17,10,18
400274,0,0,0,0,0,0,0,0,0,0
400275,0,0,0,0,0,0,0,0,0,0
400276,16,16,16,16,16,16,16,16,16,16
400277,0,0,0,0,0,0,0,0,0,0
400278,0,0,0,0,0,0,0,0,0,0
400279,13,13,13,13,13,13,13,13,13,13
400280,0,0,0,0,0,0,0,0,0,0
400281,0,17,0,0,0,0,0,0,0,0
400282,5,0,0,0,0,30,31,0,0,0
400283,0,0,0,0,0,0,0,0,0,0
400284,0,0,0,0,0,0,0,0,0,0
400285,0,0,0,0,0,0,0,0,0,0
400286,0,0,0,0,0,0,0,0,0,0
400287,0,0,0,0,0,0,0,0,0,0
400288,0,0,0,0,0,0,0,0,0,0
400289,0,0,0,0,0,0,0,0,0,0
400290,0,0,0,0,0,0,0,0,0,0
400291,12,12,12,12,12,12,12,12,12,12
400292,34,34,34,34,34,34,34,34,34,34
400293,0,0,0,0,0,0,0,0,0,0
400294,0,0,0,0,0,0,0,0,0,0
400295,0,0,0,0,0,0,0,0,0,0
400296,0,0,0,0,0,0,0,0,0,0
400297,0,0,0,0,0,0,0,0,0,0
400298,17,17,17,17,17,17,17,17,17,17
400299,0,0,0,0,0,0,0,0,0,0
400300,19,16,21,0,18,9,0,7,17,27
400301,0,0,0,0,0,0,0,0,0,0
400302,1,1,1,1,1,1,1,1,1,1
400303,0,0,0,0,0,0,0,0,0,0
400304,24,24,24,24,24,24,24,24,24,24
400305,23,23,23,23,23,23,23,23,23,23
400306,1,11,1,1,1,1,1,1,1,1
400307,0,0,0,0,0,0,0,0,0,0
400308,0,0,0,0,0,0,0,0,0,0
400309,19,19,19,19,19,19,19,19,19,19
400310,0,0,0,0,0,0,0,0,0,0
400311,9,30,59,9,11,9,9,9,9,9
400312,21,21,21,21,21,21,21,21,21,21
400313,30,30,30,30,30,30,30,30,30,30
400314,0,0,0,0,0,0,0,0,0,0
400315,18,18,18,18,18,18,18,18,18,18
400316,0,0,0,0,0,0,0,0,0,0
400317,0,0,0,18,0,0,0,0,0,0
400318,0,0,0,0,0,0,0,0,7,21
400319,0,0,0,0,0,0,0,0,0,0
400320,25,25,25,25,25,25,25,25,25,25
400321,0,0,0,0,0,0,0,0,0,0
400322,18,18,18,18,18,18,18,18,18,18
400323,0,0,0,0,0,0,0,0,0,0
400324,0,0,0,0,0,0,0,0,10,0
400325,0,0,0,0,0,0,0,0,0,0
400326,0,15,0,0,0,0,4,0,0,0
400327,0,0,0,32,0,0,0,0,0,0
400328,0,0,0,0,0,0,0,0,0,0
400329,0,0,0,0,0,0,0,0,0,0
400330,0,0,0,0,0,0,0,0,0,0
400331,32,32,32,32,32,32,32,32,32,32
400332,19,0,0,0,4,0,28,0,0,19
400333,0,0,0,0,0,0,0,0,0,0
400334,0,0,0,0,0,0,0,0,0,0
400335,0,0,0,0,0,0,0,0,0,0
400336,0,0,0,0,0,0,0,0,0,0
400337,0,0,0,0,0,0,0,0,0,0
400338,0,0,0,0,0,0,0,0,0,0
400339,0,0,0,0,18,0,0,0,24,0
400340,10,10,10,10,10,10,10,10,10,10
400341,0,0,0,0,0,0,0,0,0,0
400342,0,0,0,0,0,0,0,0,0,0
400343,0,0,0,0,4,0,0,0,0,0
400344,0,0,0,0,0,0,0,0,0,0
400345,0,0,0,0,0,0,0,21,0,0
400346,0,0,0,0,0,0,0,0,0,0
400347,0,0,0,0,0,0,32,0,0,0
400348,0,0,0,0,0,0,0,0,0,0
400349,0,0,0,0,0,0,17,0,13,0
400350,0,0,0,0,0,0,0,0,0,0
400351,29,0,12,14,0,18,14,0,0,3
400352,10,10,10,10,10,10,10,10,10,10
400353,23,23,23,23,23,23,23,23,23,23
400354,21,21,21,21,21,21,21,21,21,21
400355,0,0,0,0,0,0,0,0,0,0
400356,0,0,0,0,0,0,0,0,0,0
400357,0,14,0,0,0,0,0,0,0,0
400358,0,0,0,0,0,0,0,0,0,0
400359,0,0,0,0,0,0,0,0,0,0
400360,20,26,13,23,28,29,32,0,11,24
400361,0,0,0,0,0,0,0,0,0,0
400362,0,0,0,0,0,0,19,0,0,0
400363,17,17,17,17,17,17,17,17,17,17
400364,19,19,19,19,19,19,19,19,19,19
400365,0,0,20,0,0,0,0,0,0,0
400366,0,23,0,0,0,0,14,0,0,0
400367,0,0,0,0,0,0,0,0,0,0
400368,0,0,0,0,0,24,0,0,0,0
400369,0,0,0,0,0,0,0,0,0,0
400370,14,0,0,0,0,0,0,0,0,0
400371,0,0,0,0,0,0,0,0,0,0
400372,20,0,18,0,10,21,13,12,9,0
400373,5,5,5,5,5,5,5,5,5,5
400374,0,0,19,0,0,0,14,7,0,0
400375,0,0,0,0,0,0,0,0,0,0
400376,0,0,0,0,0,0,0,0,0,0
400377,4,4,4,4,4,4,4,4,4,4
400378,34,34,34,34,34,34,34,34,34,34
400379,0,0,0,0,0,0,0,0,0,0
400380,0,0,0,0,0,0,0,0,0,0
400381,0,0,0,0,0,0,0,0,0,0
400382,19,19,19,19,19,19,19,19,19,19
400383,0,0,0,0,0,0,0,0,0,0
400384,0,0,0,0,0,0,0,0,0,0
400385,0,0,0,0,0,0,0,0,0,0
400386,0,0,5,13,0,0,0,0,0,11
400387,0,0,0,0,0,0,0,0,0,0
400388,10,10,10,10,10,10,10,10,10,10
400389,0,0,0,0,0,0,0,0,0,0
400390,0,0,0,0,0,0,0,0,0,0
400391,0,0,0,0,0,0,0,0,0,0
400392,0,0,0,0,0,0,24,0,0,0
400393,0,0,0,0,0,0,0,0,0,0
400394,0,0,0,0,0,0,0,0,0,0
400395,0,0,0,0,0,0,0,0,0,0
400396,0,0,0,0,0,0,0,0,0,0
400397,0,0,0,0,0,0,0,0,0,0
400398,0,0,0,0,0,0,0,0,0,0
400399,0,0,0,0,0,0,0,0,0,0
400400,0,0,0,0,0,0,0,13,0,0
400401,0,0,0,0,0,0,0,0,0,0
400402,0,0,0,0,0,0,0,0,0,0
400403,0,0,0,0,0,0,0,0,0,0
400404,0,0,0,0,0,0,0,0,0,0
400405,0,0,0,0,0,0,0,0,0,0
400406,0,0,8,0,0,0,0,0,0,0
400407,0,0,0,0,0,0,0,0,0,0
400408,0,0,0,15,0,0,0,0,0,0
400409,7,7,7,7,7,7,7,7,7,7
400410,0,0,0,0,0,0,0,0,0,0
400411,0,0,0,0,0,0,0,0,0,0
400412,0,0,0,0,0,0,0,0,0,0
400413,22,22,22,22,22,22,22,22,22,22
400414,0,0,0,0,0,0,0,0,0,0
400415,27,27,27,27,27,27,27,27,27,27
400416,0,0,0,0,0,0,0,0,0,0
400417,6,6,6,6,6,6,6,6,6,6
400418,0,0,0,0,0,0,0,0,0,0
400419,23,23,23,23,23,23,23,23,23,23
400420,0,0,0,0,0,0,0,0,0,0
400421,0,0,0,0,0,0,0,0,0,0
400422,0,0,0,0,0,0,0,0,0,0
400423,0,15,0,0,0,17,30,0,5,10
400424,0,0,0,0,0,0,0,0,0,0
400425,0,0,0,0,0,20,0,0,0,0
400426,0,0,0,0,0,0,0,0,0,0
400427,0,0,0,0,0,0,0,0,0,0
400428,0,0,0,0,0,0,0,0,0,0
400429,0,0,0,0,0,0,0,0,0,0
400430,0,25,0,32,0,0,0,0,0,41
400431,32,32,32,32,32,32,32,32,32,32
400432,0,0,0,0,0,0,0,0,0,0
400433,0,0,0,0,0,0,0,0,0,0
400434,0,0,0,0,0,0,0,0,0,0
400436,0,0,0,0,0,0,0,0,0,0
400437,0,0,0,0,0,0,0,0,0,0
400438,20,16,13,0,0,16,0,0,0,0
400439,0,0,0,0,0,0,0,0,0,0
400440,0,0,0,0,0,0,0,0,0,0
400441,0,0,0,0,0,0,0,0,0,0
400442,0,0,0,0,0,0,0,0,0,0
400443,0,0,0,0,0,0,0,0,0,0
400444,28,28,28,28,28,28,28,28,28,28
400445,0,0,0,0,0,0,0,0,0,0
400446,0,0,0,0,0,13,0,0,0,0
400447,0,0,17,0,0,0,0,0,0,0
400448,29,29,29,29,29,29,29,29,29,29
400449,0,0,0,12,0,0,0,0,0,0
400450,12,12,12,12,12,12,12,12,12,13
400451,13,13,13,13,13,13,13,13,13,13
400452,19,19,19,19,19,19,19,19,19,19
400453,45,45,45,45,45,45,45,45,45,45
400454,0,0,0,0,0,0,0,0,0,0
400455,16,16,16,16,16,16,16,16,16,16
400456,0,0,17,0,0,0,0,16,22,0
400457,52,52,52,52,52,52,52,52,52,52
400458,0,0,0,0,0,0,0,0,0,0
400459,0,0,0,0,0,0,0,0,0,0
400460,15,15,15,15,15,15,15,15,15,15
400461,0,0,0,0,0,0,0,0,0,0
400462,0,0,0,0,0,0,0,0,0,0
400463,0,0,0,0,0,0,0,0,0,0
400464,0,0,0,0,0,0,0,0,28,0
400465,19,19,19,19,19,19,19,19,19,19
400466,0,0,0,0,0,0,0,0,0,0
400467,0,0,0,0,0,0,0,0,0,0
400468,0,0,0,0,0,0,0,0,0,0
400469,0,0,0,0,0,0,0,0,0,0
400470,0,0,0,0,0,0,0,0,0,0
400471,0,0,0,0,0,0,0,0,0,0
400472,30,30,30,30,30,30,30,30,30,30
400473,0,0,0,0,0,0,0,0,0,0
400474,0,0,0,0,0,0,0,0,0,0
400475,21,21,21,21,21,21,21,21,21,21
400476,0,0,0,0,0,0,0,0,0,0
400477,0,0,0,0,0,0,0,0,0,0
400478,0,0,0,0,0,0,0,0,0,0
400479,0,0,0,0,0,0,0,0,0,0
400480,32,32,32,32,32,32,32,32,32,32
400481,0,0,0,0,25,16,0,0,0,0
400482,0,0,0,0,0,0,0,0,0,0
400483,0,0,0,0,0,0,0,0,0,0
400484,0,0,0,0,0,0,0,0,0,0
400485,0,0,0,0,0,0,0,0,0,0
400486,0,0,0,0,0,0,0,0,0,0
400487,0,0,0,0,0,0,0,0,0,0
400488,0,23,26,0,0,0,0,0,0,0
400489,9,9,9,9,9,9,9,9,9,9
400490,0,0,0,0,0,0,0,9,0,0
400491,14,14,14,14,14,14,14,14,14,14
400492,18,18,18,18,18,18,18,18,18,18
400493,0,0,0,0,0,0,0,0,0,0
400494,19,19,19,19,19,19,19,19,19,19
400495,0,0,0,0,0,0,0,0,0,0
400496,16,0,0,0,0,0,0,0,7,0
400497,0,0,15,0,0,0,0,0,0,0
400498,0,0,16,0,0,0,0,0,0,0
400499,33,25,23,18,0,8,0,0,18,16
400500,26,0,27,0,0,0,6,24,0,0
400502,25,25,25,25,25,25,25,25,25,25
400503,11,11,11,11,11,11,11,11,11,11
400504,0,0,0,0,0,0,0,12,8,0
400505,0,0,0,0,0,0,0,0,0,0
400506,0,0,0,0,0,0,0,0,0,0
400507,8,8,8,8,8,8,8,8,8,8
400508,23,23,23,23,23,23,23,23,23,23
400509,0,0,0,0,0,0,0,0,0,0
400510,0,0,0,0,0,0,0,0,0,0
400511,0,0,0,0,21,0,0,0,0,0
400512,0,0,0,0,0,0,0,0,0,0
400513,0,0,0,0,0,0,0,0,0,0
400514,0,0,0,0,0,0,0,0,0,0
400515,0,0,0,0,0,0,0,0,0,0
400516,0,0,0,0,0,0,0,0,0,0
400517,0,0,0,0,0,0,0,0,0,0
400518,0,0,0,0,0,0,0,0,0,0
400519,0,0,0,0,0,0,0,0,0,0
400520,0,0,0,0,0,0,0,0,0,0
400521,28,28,28,28,28,28,28,28,28,28
400522,15,15,15,15,15,15,15,15,15,15
400523,0,0,0,0,0,0,0,0,0,0
400524,0,0,0,0,0,0,0,14,0,7
400525,0,0,0,0,0,0,0,0,0,0
400526,0,0,3,0,0,10,0,0,0,0
400527,0,0,0,0,0,0,0,0,0,0
400528,0,0,0,0,0,0,0,0,0,0
400529,33,33,33,33,33,33,33,33,33,33
400530,0,0,0,0,0,0,0,0,0,0
400531,19,0,0,0,0,0,0,0,0,29
400532,0,0,0,0,0,0,0,0,0,0
400533,24,24,24,24,24,24,24,24,24,24
400534,0,0,0,0,0,0,0,0,0,0
400535,0,0,0,0,0,0,0,0,0,0
400536,0,0,0,0,0,0,0,0,0,0
400537,16,16,16,16,16,16,16,16,16,16
400538,16,0,16,26,0,0,0,0,0,0
400539,0,0,0,0,0,0,0,0,0,0
400540,14,14,14,14,14,14,14,14,14,14
400541,9,9,9,9,9,9,9,9,9,9
400542,0,0,0,0,0,0,0,0,0,0
400543,0,0,0,0,0,0,0,0,0,0
400544,0,0,0,0,0,0,0,0,0,0
400545,2,29,11,2,2,2,2,2,2,2
400546,0,0,0,0,0,0,0,0,0,0
400547,5,0,0,0,0,10,21,0,0,0
400548,0,0,0,0,0,0,0,0,0,0
400549,0,0,0,0,0,0,0,0,0,0
400550,24,24,24,24,24,24,24,24,24,24
400551,0,0,0,0,0,0,0,0,0,0
400552,0,0,0,0,0,0,0,0,0,0
400553,4,4,4,4,4,4,4,4,4,4
400554,0,0,0,0,0,0,0,0,0,0
400555,0,0,0,0,0,0,0,0,0,0
400556,9,9,9,9,9,9,9,9,9,9
400557,0,0,0,0,0,0,0,0,0,0
400558,18,18,18,18,18,18,18,18,18,18
400559,0,0,0,0,0,0,0,0,0,0
400560,0,0,0,0,0,0,0,0,0,0
400561,0,0,0,0,0,0,0,0,0,0
400562,0,0,0,0,0,0,0,0,0,0
400563,20,20,20,20,20,20,20,20,20,20
400564,0,0,0,0,0,0,0,0,0,0
400565,0,0,0,0,0,5,12,0,0,0
400566,20,20,20,20,20,20,20,20,23,20
400567,0,0,0,0,0,0,0,0,0,0
400568,0,0,18,0,0,0,0,0,19,0
400569,18,18,18,18,18,18,18,18,18,18
400570,0,0,20,12,6,0,16,0,0,0
400571,0,22,0,0,27,21,0,14,24,7
400572,0,0,0,0,0,0,0,0,0,0
400573,0,0,0,0,0,0,0,0,0,0
400574,0,0,0,0,0,0,0,0,0,0
400575,0,0,0,0,0,0,0,0,0,0
400576,12,0,0,0,0,0,0,0,0,17
400577,21,21,21,21,21,21,21,21,21,21
400578,19,0,0,0,0,0,0,0,0,0
400579,0,0,0,9,0,0,0,0,13,0
400580,0,15,0,0,22,32,0,0,21,0
400581,31,14,7,6,0,13,0,17,0,13
400582,0,0,0,0,0,0,0,0,0,0
400583,0,0,0,0,0,0,0,0,0,0
400584,22,22,22,22,22,22,22,22,22,22
400585,0,0,0,0,0,0,0,0,0,0
400586,0,0,18,11,0,0,0,0,18,0
400587,29,29,29,29,29,29,29,29,29,29
400588,0,0,0,0,0,0,0,0,0,0
400589,0,0,24,0,7,0,0,0,0,0
400590,18,18,18,18,18,18,18,18,18,18
400591,0,30,0,9,0,0,4,8,0,0
400592,19,0,0,10,0,0,24,13,0,0
410001,24,24,24,24,24,24,24,24,24,24
410002,0,0,0,0,0,0,0,0,0,0
410003,0,16,13,24,0,21,8,11,21,3
410004,0,0,0,0,0,0,0,0,0,0
410005,0,0,0,0,0,0,0,0,0,0
410006,0,0,0,0,0,0,0,0,0,0
410007,10,0,5,0,0,0,0,14,0,0
410008,17,17,17,17,17,17,17,17,17,17
410009,0,0,0,0,0,0,0,0,0,0
410010,0,0,0,0,0,0,0,0,0,0
410011,0,0,0,0,0,0,0,0,0,0
410012,0,0,0,0,0,0,0,0,0,0
410013,0,0,0,0,29,0,0,0,0,0
410014,0,12,0,0,8,14,10,0,8,0
410015,0,0,0,0,0,0,0,0,0,0
410016,0,0,0,0,0,0,0,0,0,0
410017,12,12,12,12,12,12,12,12,12,12
410018,14,8,0,20,13,20,20,8,0,17
410019,7,7,7,7,7,7,7,7,7,7
410020,24,23,23,23,23,23,23,23,23,23
410021,19,19,19,19,19,19,19,19,19,19
410022,0,0,0,0,0,0,0,0,0,0
410023,7,0,0,0,0,0,0,0,0,0
410024,0,0,0,0,0,0,0,0,0,0
410025,18,18,18,18,18,18,18,18,18,18
410026,31,31,31,31,31,31,31,31,31,31
410027,30,30,30,30,30,30,30,30,30,30
410028,0,0,0,0,0,0,0,7,0,0
410029,0,0,0,19,0,0,0,0,0,0
410030,21,21,21,21,21,21,21,21,21,21
410031,0,0,0,0,0,0,0,0,0,0
410032,14,14,14,14,14,14,14,14,14,14
410033,0,0,0,0,8,0,0,0,29,0
410034,0,0,0,0,0,0,0,0,0,0
410035,19,19,22,19,19,19,19,19,19,19
410036,19,19,19,19,19,19,19,19,19,19
410037,0,0,0,0,0,0,0,0,0,0
410038,18,18,18,18,18,18,18,18,18,18
410039,18,18,18,18,18,18,18,18,18,18
410040,4,4,4,4,4,4,4,4,4,4
410041,0,0,0,0,0,0,0,0,0,0
410042,0,0,0,10,0,0,28,0,17,5
410043,0,0,0,0,0,0,0,0,0,0
410044,19,19,19,19,19,19,19,19,19,19
410045,0,0,21,0,0,0,0,16,0,16
410046,0,0,0,0,0,0,0,0,0,0
410047,19,19,19,19,19,19,19,19,19,19
410048,30,30,30,30,30,30,30,30,30,30
410049,22,22,22,22,22,22,22,22,22,22
410050,0,0,0,0,0,0,0,0,0,0
410051,0,0,0,0,0,0,0,0,13,0
410052,0,0,0,0,15,0,13,0,0,0
410053,0,0,0,0,0,25,0,0,27,0
410054,0,0,0,0,0,0,0,0,0,0
410055,0,0,0,0,0,0,0,0,7,21
410056,0,0,11,0,9,0,0,0,0,0
410057,2,2,2,2,2,2,2,2,2,2
410058,0,0,0,0,0,0,0,0,0,0
410059,0,0,0,0,0,0,0,0,0,0
410060,0,0,0,0,0,0,0,0,0,6
410061,0,0,0,0,0,0,0,0,0,0
410062,0,16,0,0,0,0,0,0,24,0
410063,23,23,23,23,23,23,23,23,23,23
410064,0,0,0,0,0,0,0,0,0,0
410065,18,18,18,18,18,18,18,18,18,18
410066,6,6,6,6,6,6,6,6,6,6
410067,0,0,0,0,0,0,0,0,0,0
410068,0,0,0,0,0,0,0,0,0,0
410069,0,0,0,0,0,0,0,0,0,0
410070,0,0,0,0,0,0,0,0,0,0
410071,0,0,27,12,0,21,17,12,0,0
410072,21,21,21,21,21,21,21,21,21,21
410073,0,0,0,0,0,0,0,0,0,0
410074,23,23,23,23,23,23,23,23,23,23
410075,0,0,0,0,0,0,0,0,0,0
410076,23,23,23,23,23,23,23,23,23,23
410077,0,0,0,0,0,0,0,0,0,0
410078,0,0,0,0,0,0,0,0,0,0
410079,0,0,0,0,0,0,0,0,0,0
410080,11,11,11,11,11,11,11,11,11,11
410081,0,0,0,0,0,0,0,0,0,0
410082,0,0,0,0,0,0,0,0,20,0
410083,0,0,0,0,0,0,0,0,0,0
410084,0,0,0,0,0,0,0,0,0,0
410085,0,0,0,0,0,0,0,0,0,0
410086,0,0,0,0,0,0,0,0,0,0
410087,0,0,0,0,0,0,0,0,0,0
410088,0,9,0,13,0,0,0,0,0,0
410089,0,9,0,0,0,0,0,13,0,0
410090,20,20,20,20,20,20,20,20,20,20
410091,0,0,0,0,28,0,0,0,0,0
410092,5,5,5,5,5,5,5,5,5,5
410093,0,0,0,0,0,0,0,0,0,0
410094,0,0,36,0,0,0,0,0,0,0
410095,0,19,0,0,0,0,0,10,9,0
410096,0,0,18,0,0,0,0,0,0,0
410097,17,17,17,17,17,17,17,17,17,17
410098,0,0,0,0,0,0,0,0,0,0
410099,0,0,0,0,0,0,0,0,0,0
410100,0,0,0,0,0,0,0,0,0,47
410101,0,0,0,0,0,0,0,0,0,0
410102,0,12,0,22,9,0,20,16,24,0
410103,0,0,0,0,0,0,0,0,0,0
410104,0,0,0,0,0,18,0,0,5,0
410105,0,0,0,0,0,0,0,0,0,0
410106,0,0,0,0,9,17,0,0,0,0
410107,0,0,0,0,0,0,0,0,0,0
410108,0,0,0,0,0,0,0,0,0,0
410109,4,4,4,4,4,4,4,4,4,4
410110,0,0,0,0,0,0,0,0,0,4
410111,0,27,30,0,0,24,0,0,18,7
410112,0,0,0,0,0,0,0,0,0,0
410113,0,0,21,0,0,0,17,0,0,0
410114,22,22,22,22,22,22,22,22,22,22
410115,10,10,10,10,10,10,10,10,10,10
410116,0,0,0,0,0,0,2,0,0,0
410117,7,29,15,7,21,12,52,16,7,7
410118,16,16,16,16,18,16,16,16,16,31
410119,20,0,0,0,0,0,0,0,0,0
410120,4,4,4,4,4,4,4,4,4,4
410121,13,13,13,13,13,13,13,13,13,13
410122,6,6,6,6,6,6,6,6,6,13
410123,7,7,7,7,7,7,28,7,7,7
410124,10,10,10,10,10,10,10,10,10,10
410125,0,19,0,0,0,0,0,12,0,9
410126,9,9,9,9,9,9,23,9,9,9
410127,0,0,0,0,0,0,0,0,0,0
410128,22,4,36,28,17,17,9,16,8,20
410129,13,13,13,13,13,13,13,13,13,13
410130,12,12,12,12,12,12,12,12,12,12
410131,0,0,0,0,0,0,0,0,0,0
410132,0,9,0,0,0,17,8,0,0,6
410134,0,11,0,24,0,0,0,0,9,0
410136,40,40,40,40,40,40,40,40,40,40
410137,0,0,14,13,0,0,14,12,30,11
410138,18,18,18,18,18,18,18,18,18,18
410139,28,28,28,28,28,28,28,28,28,28
410140,0,0,0,0,0,0,0,0,0,0
410141,0,18,0,0,0,0,0,0,0,0
410142,0,0,0,0,15,0,0,0,2,0
410143,15,15,15,15,15,15,15,15,15,15
410144,0,8,0,0,15,13,0,0,0,0
410145,0,0,0,0,0,0,0,0,0,0
410146,0,0,0,0,0,0,0,0,0,0
410147,13,13,13,13,13,13,13,13,13,13
410148,16,28,16,23,16,16,16,17,16,30
410149,24,0,0,0,0,0,32,0,0,0
410150,14,15,0,26,0,25,0,7,6,20
410151,0,0,0,0,0,0,0,0,0,0
410152,0,0,0,0,0,0,0,0,0,0
410153,10,0,0,0,0,0,0,0,0,0
410154,17,17,17,17,17,17,17,17,17,17
410155,7,0,11,0,0,0,0,0,26,0
410156,10,10,10,10,10,10,10,10,10,10
410157,18,18,18,18,18,18,18,18,18,18
410158,31,31,31,31,31,31,31,31,31,31
410159,29,29,29,29,29,29,29,29,29,29
410160,0,0,0,0,0,0,0,8,0,20
410161,0,0,0,0,0,0,0,0,0,0
410162,0,0,0,0,0,0,0,0,0,0
410163,0,0,0,0,0,0,0,0,0,0
410164,0,0,14,0,0,0,0,10,0,10
410165,0,0,0,0,15,37,0,0,0,0
410166,0,0,0,0,0,0,0,0,0,0
410167,6,6,6,6,6,6,6,6,6,6
410168,0,0,0,0,0,0,14,0,0,0
410169,24,0,5,0,28,0,0,3,0,0
410170,30,30,30,30,30,30,30,30,30,30
410171,21,21,21,21,21,21,21,21,21,21
410172,0,0,0,0,0,36,8,0,0,0
410173,9,9,9,9,9,9,9,9,9,9
410174,0,0,0,0,0,0,0,0,0,0
410175,0,0,0,0,0,0,0,0,0,0
410176,26,26,26,26,26,26,26,26,26,26
410177,9,9,9,9,9,9,9,9,9,9
410178,11,11,11,11,11,11,11,11,11,11
410179,3,3,3,3,3,3,3,3,3,3
410180,20,20,20,20,20,20,20,20,20,20
410181,0,10,0,0,0,0,13,0,0,0
410182,0,0,0,0,0,0,0,0,0,0
410183,35,0,0,0,0,0,0,0,0,0
410184,15,15,15,15,15,15,15,15,15,15
410185,0,0,0,0,0,0,0,0,0,0
410186,0,0,0,0,0,0,0,0,0,0
410187,0,0,0,0,0,0,0,0,0,0
410188,24,24,24,24,24,24,24,24,24,24
410189,0,0,16,0,0,0,12,0,0,8
410191,2,2,2,2,2,2,2,2,2,2
410192,24,24,24,24,24,24,24,24,24,24
410193,0,0,0,0,13,0,0,9,0,0
410194,0,0,0,0,0,0,0,0,0,0
410195,15,15,15,15,15,15,15,15,15,15
410196,0,0,14,0,0,0,0,0,0,0
410197,0,0,0,0,0,0,0,0,0,0
410198,20,20,20,20,20,20,20,20,20,20
410199,0,0,0,0,0,0,0,0,0,0
410200,13,13,13,13,13,13,13,13,13,13
410201,0,0,17,0,0,14,0,0,0,0
410202,0,0,2,0,0,12,0,0,0,0
410203,1,1,15,1,1,1,20,10,1,1
410204,0,0,0,0,20,0,0,0,0,18
410205,24,24,24,24,24,24,24,24,24,24
410206,19,0,14,8,14,0,0,0,6,0
410207,0,0,0,0,0,0,0,0,0,0
410208,0,0,0,0,0,0,0,0,0,0
410209,0,0,0,0,0,0,0,0,0,0
410210,0,0,0,0,0,0,0,0,0,0
410211,0,0,0,0,0,0,0,0,0,0
410212,0,25,9,0,0,34,22,0,24,0
410213,0,0,0,0,0,0,0,0,0,0
410214,0,0,20,0,0,0,12,18,0,0
410215,7,7,7,7,7,7,7,7,7,7
410216,11,11,11,11,11,11,11,11,11,11
410217,0,10,0,0,0,0,0,0,14,0
410218,30,0,0,0,0,0,0,0,0,0
410220,0,0,14,0,15,0,21,15,17,13
410221,0,15,8,4,14,23,21,46,32,8
410222,22,22,22,22,22,22,22,22,22,22
410223,0,0,0,0,0,0,0,0,0,0
410224,9,9,9,9,9,9,9,9,9,9
410225,1,1,1,1,1,1,1,1,1,1
410226,22,22,22,22,22,22,22,22,22,22
410227,0,0,0,0,0,0,0,0,0,0
410228,12,0,0,0,0,0,0,0,0,0
410229,0,0,0,0,0,0,0,0,0,0
410230,0,10,15,0,21,15,29,20,6,16
410231,21,21,21,21,21,21,21,21,21,21
410232,0,0,0,0,0,0,0,0,0,0
410233,0,0,0,0,6,16,0,17,0,14
410234,20,20,20,20,20,30,20,20,20,20
410235,18,18,18,18,18,18,18,18,18,18
410236,0,0,0,0,0,0,0,0,0,0
410237,11,11,11,11,11,11,11,11,11,11
410238,0,0,0,0,0,0,0,0,0,0
